customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_binary,charges_per_month_tenure,total_services,churn_probability,churn_predicted,risk_tier
1291-CUOCY,1,0,1,0,72,1,1,1,0,1,1,1,1,1,2,1,1,110.6,7962.2,No,0,1.5150684931506848,5,0.017871296,0,Low
9795-SHUHB,0,0,1,1,66,1,0,0,1,1,0,1,0,0,2,1,1,58.2,3810.8,No,0,0.8686567164179105,3,0.00495823,0,Low
3230-IUALN,0,0,1,1,45,1,0,0,1,0,1,1,1,1,2,1,3,81.0,3533.6,No,0,1.7608695652173914,5,0.022544447,0,Low
0042-RLHYP,0,0,1,1,69,1,0,2,0,0,0,0,0,0,2,0,0,19.7,1396.9,No,0,0.2814285714285714,0,0.002869301,0,Low
8519-IMDHU,1,1,1,0,15,1,1,1,0,0,0,0,0,1,0,1,0,85.6,1345.55,Yes,1,5.35,1,0.8103952,1,High
4945-RVMTE,0,0,0,0,28,1,0,0,0,0,1,0,1,0,0,1,0,59.55,1646.45,No,0,2.0534482758620687,2,0.365103,0,Medium
0201-OAMXR,0,0,0,0,70,1,1,1,1,1,1,1,1,1,1,0,1,115.55,8127.6,Yes,1,1.6274647887323943,6,0.6447692,1,High
1866-NXPSP,0,0,0,0,36,1,0,0,1,1,1,1,0,1,1,1,3,75.55,2680.15,No,0,2.041891891891892,5,0.1379875,0,Low
3372-KWFBM,1,1,0,0,16,1,1,1,0,0,0,0,1,0,0,1,2,86.6,1281.0,Yes,1,5.094117647058823,1,0.82132655,1,High
7831-QGOXH,0,0,0,0,18,1,1,1,0,0,0,0,1,0,0,1,2,85.2,1553.9,Yes,1,4.484210526315789,1,0.8165729,1,High
6393-WRYZE,0,0,1,0,34,1,1,1,0,0,0,0,1,1,0,1,2,97.65,3207.55,Yes,1,2.79,2,0.84057415,1,High
3941-XTSKM,1,0,1,1,42,0,0,0,0,1,1,0,0,1,1,1,1,45.1,2049.05,No,0,1.0488372093023257,3,0.30716664,0,Medium
1661-CZBAU,1,0,0,0,48,1,1,0,1,0,0,1,0,1,1,1,0,70.95,3629.2,No,0,1.4479591836734695,3,0.08339923,0,Low
6599-RCLCJ,1,0,1,0,47,1,1,1,0,1,1,1,1,1,0,1,2,109.55,5124.55,Yes,1,2.2822916666666666,5,0.775652,1,High
9831-BPFRI,0,0,1,1,39,1,1,1,0,1,1,1,0,0,1,1,2,89.55,3474.45,Yes,1,2.23875,3,0.48913002,0,Medium
5158-RIVOP,0,0,1,1,11,1,0,2,0,0,0,0,0,0,2,0,1,20.9,202.3,No,0,1.7416666666666665,0,0.033309277,0,Low
9788-YTFGE,1,0,0,0,7,1,0,2,0,0,0,0,0,0,0,1,3,19.95,147.5,No,0,2.49375,0,0.16954538,0,Low
9277-JOOMO,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,3,24.6,86.35,No,0,6.15,0,0.21413368,0,Low
1907-YLNYW,1,0,0,0,8,1,0,0,1,0,1,0,0,1,0,1,2,66.7,579.0,No,0,7.411111111111111,3,0.45864913,0,Medium
1725-MIMXW,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,3,19.45,19.45,Yes,1,9.725,0,0.7088647,1,High
8947-YRTDV,1,0,1,1,32,1,0,1,1,1,1,0,0,1,1,0,3,94.8,3131.55,No,0,2.8727272727272726,4,0.13659085,0,Low
3161-ONRWK,1,0,1,1,60,1,0,0,1,1,1,1,0,0,1,1,0,65.85,3928.3,No,0,1.0795081967213114,4,0.060450844,0,Low
0114-RSRRW,0,0,1,0,10,1,0,2,0,0,0,0,0,0,0,1,0,19.95,187.75,No,0,1.8136363636363635,0,0.17584598,0,Low
4565-NLZBV,0,0,1,0,71,1,1,2,0,0,0,0,0,0,2,1,0,24.65,1710.15,No,0,0.3423611111111111,0,0.0021070873,0,Low
0031-PVLZI,0,0,1,1,4,1,0,2,0,0,0,0,0,0,0,0,3,20.35,76.35,Yes,1,4.07,0,0.35131514,0,Medium
7206-GZCDC,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,Yes,1,34.625,0,0.9687368,1,High
6682-VCIXC,0,0,1,1,43,0,0,0,1,1,0,1,1,0,1,1,0,51.25,2151.6,No,0,1.1647727272727273,4,0.072579116,0,Low
4791-QRGMF,1,0,1,0,59,1,1,1,0,0,1,0,1,1,1,1,0,99.5,5961.1,Yes,1,1.6583333333333334,3,0.6019668,1,High
6475-VHUIZ,0,0,1,0,23,1,0,0,0,0,1,1,0,0,0,0,2,54.25,1221.55,No,0,2.2604166666666665,2,0.34040776,0,Medium
3910-MRQOY,0,0,1,0,72,1,0,2,0,0,0,0,0,0,2,0,0,19.4,1496.45,No,0,0.2657534246575342,0,0.0031583644,0,Low
0661-WCQNQ,1,0,1,0,22,1,0,0,1,0,0,1,0,0,1,1,1,56.25,1292.2,No,0,2.4456521739130435,2,0.1347876,0,Low
7537-RBWEA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,25.15,25.15,No,0,12.575,0,0.78418815,1,High
4656-CAURT,1,0,0,0,69,1,1,2,0,0,0,0,0,0,2,0,0,23.95,1713.1,No,0,0.34214285714285714,0,0.002751568,0,Low
0121-SNYRK,1,0,0,0,50,0,0,0,1,0,0,1,0,0,1,1,3,35.4,1748.9,No,0,0.6941176470588235,2,0.07438816,0,Low
1768-ZAIFU,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,25.2,25.2,Yes,1,12.6,0,0.9025958,1,High
4671-LXRDQ,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,96.45,Yes,1,15.0,0,0.74232656,1,High
3733-LSYCE,0,0,1,0,15,1,0,1,0,1,0,0,0,0,0,0,0,75.35,1114.55,No,0,4.709375,1,0.36756954,0,Medium
6265-FRMTQ,1,0,0,0,31,1,0,2,0,0,0,0,0,0,2,0,0,20.4,609.1,No,0,0.6375,0,0.015108135,0,Low
1934-SJVJK,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.15,20.15,Yes,1,10.075,0,0.70523393,1,High
3838-OZURD,1,0,1,0,66,1,1,1,0,1,1,0,1,1,0,1,1,105.0,7133.25,Yes,1,1.5671641791044777,4,0.73684573,1,High
1371-DWPAZ,0,0,1,1,0,0,0,0,1,1,1,1,1,0,2,0,1,56.05,1397.475,No,0,56.05,5,0.014830542,0,Low
9269-CQOOL,1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,1,1,54.7,169.45,Yes,1,13.675,1,0.8213284,1,High
2017-CCBLH,0,0,0,0,8,1,0,2,0,0,0,0,0,0,2,0,3,20.0,141.6,No,0,2.2222222222222223,0,0.033663727,0,Low
7690-KPNCU,1,0,1,1,64,1,0,0,1,0,1,0,1,1,1,1,1,73.05,4688.65,No,0,1.1238461538461537,4,0.31560665,0,Medium
0536-BGFMZ,0,0,1,0,28,1,0,2,0,0,0,0,0,0,0,0,3,20.5,563.05,No,0,0.7068965517241379,0,0.031636607,0,Low
2293-IJWPS,0,0,1,0,57,1,1,1,0,0,1,0,1,1,1,1,1,100.75,5985.0,No,0,1.7370689655172413,3,0.67428046,1,High
2845-HSJCY,0,0,1,1,14,1,1,1,0,0,1,0,0,1,0,1,2,87.25,1258.6,Yes,1,5.816666666666666,2,0.81320506,1,High
5469-NUJUR,1,0,0,0,19,1,0,2,0,0,0,0,0,0,2,1,3,19.95,373.5,No,0,0.9974999999999999,0,0.017594546,0,Low
1184-PJVDB,1,0,1,0,10,1,0,1,0,0,0,0,1,0,0,1,2,79.95,857.2,Yes,1,7.2681818181818185,1,0.8343629,1,High
2625-TRCZQ,0,0,1,0,51,0,0,0,0,1,0,0,1,1,0,1,2,49.65,2553.35,No,0,0.9548076923076922,3,0.5404296,1,Medium
4102-HLENU,0,0,1,0,67,1,1,0,1,1,1,0,0,0,2,0,3,65.65,4322.85,No,0,0.9654411764705884,3,0.0070619998,0,Low
7266-GSSJX,1,0,1,1,11,1,0,2,0,0,0,0,0,0,0,1,2,20.45,250.8,No,0,1.7041666666666666,0,0.17330739,0,Low
7722-VJRQD,1,0,1,1,72,0,0,0,1,0,1,1,1,1,2,0,0,60.95,4549.05,No,0,0.834931506849315,5,0.0018308416,0,Low
7073-QETQY,1,0,1,1,66,1,0,2,0,0,0,0,0,0,1,1,2,20.35,1359.5,No,0,0.3037313432835821,0,0.0075573376,0,Low
9415-DPEWS,0,0,0,0,18,1,1,1,0,0,0,1,1,0,0,1,2,88.35,1639.3,Yes,1,4.6499999999999995,2,0.7733746,1,High
5624-RYAMH,0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,1,2,19.5,178.85,No,0,1.95,0,0.12867184,0,Low
0196-JTUQI,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,1,1,75.2,633.85,No,0,7.5200000000000005,0,0.64812887,1,High
7130-YXBRO,1,0,1,0,48,1,1,1,1,1,1,0,1,1,0,1,0,111.45,5315.1,No,0,2.274489795918367,5,0.51623315,1,Medium
9272-LSVYH,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,735.5,No,0,6.377272727272728,0,0.39873084,0,Medium
7943-RQCHR,0,0,0,0,9,1,1,1,0,0,0,0,1,1,0,1,2,94.75,889.9,Yes,1,9.475,2,0.9249566,1,High
3793-MMFUH,0,1,0,0,13,1,1,1,0,0,0,0,1,1,0,1,2,95.05,1290.0,Yes,1,6.789285714285714,2,0.80449903,1,High
3249-ZPQRG,1,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,2,78.45,330.05,Yes,1,15.690000000000001,1,0.8646903,1,High
2568-BRGYX,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,237.95,Yes,1,14.040000000000001,0,0.7884708,1,High
3084-DOWLE,0,0,1,0,72,1,1,0,1,1,1,1,1,1,2,0,0,92.0,6474.4,No,0,1.2602739726027397,6,0.002605623,0,Low
1084-MNSMJ,0,0,1,1,51,1,0,0,1,1,1,1,1,1,2,0,1,85.5,4421.95,No,0,1.6442307692307692,6,0.024375543,0,Low
7721-JXEAW,1,0,1,0,59,0,0,0,0,1,0,0,0,1,0,1,0,41.05,2452.7,Yes,1,0.6841666666666666,2,0.7189112,1,High
7249-WBIYX,1,0,1,0,10,1,1,1,0,0,0,0,1,0,0,1,2,85.6,813.85,Yes,1,7.781818181818181,1,0.8561276,1,High
4238-HFHSN,1,1,1,0,61,1,1,1,0,1,0,0,0,0,0,1,2,82.15,4904.85,No,0,1.3250000000000002,1,0.30814904,0,Medium
6250-CGGUN,1,0,0,0,54,1,0,1,1,0,1,1,0,0,1,0,2,84.4,4484.05,No,0,1.5345454545454547,3,0.16707623,0,Low
5478-JJVZK,0,0,0,0,33,1,1,0,1,1,0,0,0,0,0,1,3,60.9,2033.85,No,0,1.7911764705882351,2,0.08856521,0,Low
7596-IIWYC,0,0,0,0,27,1,0,2,0,0,0,0,0,0,2,1,0,20.25,538.2,No,0,0.7232142857142857,0,0.016888505,0,Low
6567-HOOPW,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,79.2,79.2,Yes,1,39.6,1,0.97502637,1,High
9793-WECQC,1,0,0,0,23,1,0,1,0,1,0,0,1,1,0,0,3,95.3,2192.9,No,0,3.970833333333333,3,0.4873275,0,Medium
4291-HPAXL,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,3,19.85,19.85,No,0,9.925,0,0.57843304,1,Medium
8999-YPYBV,1,0,1,1,45,1,0,0,1,1,1,1,1,1,2,1,3,84.35,3858.05,No,0,1.833695652173913,6,0.011627386,0,Low
1839-FBNFR,0,0,1,1,39,1,0,2,0,0,0,0,0,0,2,1,0,19.85,854.8,No,0,0.49625,0,0.00907815,0,Low
3164-AALRN,1,0,0,0,5,1,0,0,0,0,1,0,1,1,1,1,3,70.0,347.4,Yes,1,11.666666666666666,3,0.7005518,1,High
3071-MVJCD,1,0,1,1,72,1,1,0,1,1,1,1,1,0,2,0,0,82.3,5815.15,No,0,1.1273972602739726,5,0.005696382,0,Low
1697-BCSHV,0,0,1,1,58,1,1,0,0,1,0,0,1,0,0,1,0,66.8,3970.4,No,0,1.1322033898305084,2,0.22317854,0,Low
0562-KBDVM,0,0,0,0,70,0,0,0,1,1,1,1,0,0,2,1,0,44.6,3058.15,No,0,0.6281690140845071,4,0.011182142,0,Low
1131-SUEKT,1,0,1,1,61,1,0,1,0,1,0,1,1,1,1,1,0,98.45,6145.2,No,0,1.5879032258064516,4,0.22528554,0,Low
3717-OEAUQ,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,129.2,No,0,23.566666666666666,0,0.73379564,1,High
4538-WNTMJ,0,0,1,1,46,1,1,2,0,0,0,0,0,0,1,0,3,24.95,1165.9,No,0,0.5308510638297872,0,0.025298703,0,Low
3334-CTHOL,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,49.95,49.95,Yes,1,24.975,0,0.7160297,1,High
4704-ERYFC,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1554.0,Yes,1,3.010869565217391,0,0.620201,1,High
9432-RUVSL,0,0,0,0,48,1,0,1,1,0,1,1,1,1,2,1,1,102.5,4904.25,No,0,2.0918367346938775,5,0.10521851,0,Low
8060-HIWJJ,1,0,0,0,64,1,1,0,0,1,1,1,1,1,2,0,1,86.55,5632.55,No,0,1.3315384615384616,5,0.02193953,0,Low
7684-XSZIY,1,0,1,1,72,1,1,2,0,0,0,0,0,0,2,0,0,24.3,1643.25,No,0,0.33287671232876714,0,0.001521161,0,Low
9089-UOWJG,0,0,1,1,12,1,0,0,0,0,1,0,1,0,0,1,1,58.35,740.55,No,0,4.4884615384615385,2,0.4022346,0,Medium
8621-MNIHH,0,1,1,0,34,1,1,1,0,1,1,0,0,1,0,1,2,94.25,3217.55,Yes,1,2.692857142857143,3,0.6086521,1,High
8039-ACLPL,0,0,1,1,72,1,0,0,1,1,1,0,0,1,2,0,1,68.75,4888.2,No,0,0.9417808219178082,4,0.007439843,0,Low
9885-AIBVB,1,0,1,0,29,1,1,1,0,1,1,0,0,0,0,1,2,85.8,2440.25,No,0,2.86,2,0.65602815,1,High
1934-MKPXS,1,0,1,1,33,1,0,2,0,0,0,0,0,0,1,0,1,20.1,620.55,No,0,0.5911764705882353,0,0.016242329,0,Low
2592-YKDIF,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.35,20.35,No,0,10.175,0,0.3987238,0,Medium
2272-JKMSI,0,0,1,1,62,1,1,1,0,1,1,1,1,1,1,1,2,110.8,6840.95,No,0,1.7587301587301587,5,0.13351725,0,Low
0471-LVHGK,1,0,1,0,41,1,1,0,0,0,1,0,1,1,1,1,2,73.0,3001.2,Yes,1,1.7380952380952381,3,0.54489213,1,Medium
9518-RWHZL,0,0,0,0,64,1,1,1,0,0,1,0,1,1,1,1,1,100.05,6254.2,Yes,1,1.5392307692307692,3,0.6685816,1,High
8714-CTZJW,0,0,0,0,4,1,0,1,0,0,1,0,0,1,0,1,1,82.85,319.6,No,0,16.57,2,0.88847387,1,High
3569-EDBPQ,0,0,0,0,24,1,1,1,1,0,0,1,0,0,0,1,2,84.35,1938.05,No,0,3.3739999999999997,2,0.66157836,1,High
3131-NWVFJ,0,0,1,1,14,1,0,2,0,0,0,0,0,0,1,0,3,19.55,294.5,No,0,1.3033333333333335,0,0.025758686,0,Low
7521-YXVZY,1,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,3,19.95,58.3,No,0,4.9875,0,0.26211149,0,Low
5419-CONWX,0,1,0,0,4,1,0,1,0,1,1,0,1,1,0,1,1,99.8,442.85,Yes,1,19.96,4,0.9423472,1,High
6240-EURKS,0,0,0,1,18,0,0,0,0,0,0,0,0,1,0,1,2,35.0,553.0,Yes,1,1.8421052631578947,1,0.53528965,1,Medium
2373-NTKOD,1,0,0,0,8,1,0,0,0,0,0,0,1,1,0,1,2,66.25,546.45,No,0,7.361111111111111,2,0.35503253,0,Medium
1970-KKFWL,0,0,0,0,35,1,1,2,0,0,0,0,0,0,2,0,0,23.3,797.1,No,0,0.6472222222222223,0,0.035560135,0,Low
6960-HVYXR,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,76.0,76.0,Yes,1,38.0,0,0.95681983,1,High
9337-SRRNI,1,0,0,1,66,1,1,2,0,0,0,0,0,0,2,1,1,25.3,1673.8,No,0,0.3776119402985075,0,0.0037339956,0,Low
0895-UADGO,1,0,0,1,8,0,0,0,1,0,0,1,0,1,2,1,3,44.55,343.45,No,0,4.949999999999999,3,0.03229363,0,Low
5678-VFNEQ,0,0,1,0,71,1,1,1,1,0,1,0,1,1,1,1,1,104.1,7412.25,No,0,1.4458333333333333,4,0.10714637,0,Low
5977-CKHON,0,0,1,1,43,1,1,1,0,0,1,0,0,1,0,1,0,92.55,4039.0,No,0,2.103409090909091,2,0.44427034,0,Medium
7024-OHCCK,0,1,0,0,2,1,1,1,0,0,0,0,1,1,0,1,2,93.85,170.85,Yes,1,31.28333333333333,2,0.95261914,1,High
2692-BUCFV,1,1,0,0,29,1,0,1,0,1,1,0,1,1,0,1,0,101.45,2948.6,No,0,3.381666666666667,4,0.6912648,1,High
7861-UVUFT,0,0,1,0,15,1,0,1,0,0,1,0,1,0,0,1,2,84.3,1308.4,Yes,1,5.26875,2,0.809317,1,High
1830-GGFNM,1,0,1,1,65,1,1,1,1,1,1,1,0,0,2,0,1,94.55,6078.75,No,0,1.4325757575757576,4,0.09848296,0,Low
5302-BDJNT,1,0,0,0,35,1,1,1,0,0,1,1,1,0,0,0,2,95.5,3418.2,No,0,2.6527777777777777,3,0.4516297,0,Medium
5223-UZAVK,1,0,0,0,64,1,0,1,1,1,0,0,1,1,1,1,1,100.3,6603.8,No,0,1.543076923076923,4,0.3770614,0,Medium
4859-ZSRDZ,0,0,1,1,58,0,0,0,0,0,1,1,1,1,2,1,1,55.5,3166.9,No,0,0.940677966101695,4,0.027472202,0,Low
5651-WYIPH,0,1,0,0,18,1,0,0,0,1,0,0,0,0,0,1,1,49.85,865.75,No,0,2.623684210526316,1,0.58539003,1,Medium
9350-VLHMB,1,0,1,1,67,1,1,1,0,1,0,0,0,1,0,1,0,89.55,6373.1,No,0,1.3169117647058823,2,0.46855417,0,Medium
3498-LZGQZ,1,0,1,1,63,1,0,2,0,0,0,0,0,0,2,1,3,19.15,1177.05,No,0,0.29921875,0,0.014071875,0,Low
8785-CJSHH,0,0,1,0,60,1,1,1,0,1,0,0,1,1,0,1,2,99.8,5985.75,No,0,1.6360655737704917,3,0.529771,1,Medium
5357-TZHPP,1,1,0,0,9,1,1,1,0,0,0,0,0,1,0,1,1,84.4,732.5,Yes,1,8.440000000000001,1,0.88393027,1,High
3870-SPZSI,0,0,1,1,70,1,1,1,1,1,1,1,1,1,2,1,1,113.05,7869.05,No,0,1.5922535211267606,6,0.1255522,0,Low
0680-DFNNY,1,0,1,0,15,1,1,1,0,0,1,0,1,1,0,1,2,101.1,1504.05,Yes,1,6.31875,3,0.87471557,1,High
7560-QRBXH,0,0,0,1,48,1,0,2,0,0,0,0,0,0,1,0,3,19.95,936.7,No,0,0.40714285714285714,0,0.008052334,0,Low
7077-XJMET,1,0,1,0,12,1,0,0,0,0,1,1,1,1,0,1,2,74.15,741.4,No,0,5.703846153846154,4,0.38160336,0,Medium
8752-GHJFU,1,1,1,0,71,1,1,1,1,1,1,1,0,0,1,1,2,92.0,6585.2,No,0,1.2777777777777777,4,0.041516945,0,Low
6896-SRVYQ,1,1,0,0,44,1,0,1,0,0,1,0,0,0,0,0,2,73.85,3122.4,No,0,1.641111111111111,1,0.4949752,0,Medium
7767-UXAGJ,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,50.45,50.45,Yes,1,25.225,0,0.7956085,1,High
4652-ODEVH,1,0,1,1,45,1,1,2,0,0,0,0,0,0,2,0,3,24.45,1088.25,No,0,0.5315217391304348,0,0.013626006,0,Low
6510-UPNKS,0,0,0,0,23,1,1,2,0,0,0,0,0,0,1,0,1,24.8,615.35,No,0,1.0333333333333334,0,0.113577574,0,Low
6718-BDGHG,0,0,1,0,43,1,1,0,0,0,0,1,1,0,1,1,0,64.85,2908.2,No,0,1.4738636363636362,2,0.07718616,0,Low
9046-DQMTP,1,0,0,0,35,1,0,2,0,0,0,0,0,0,0,0,0,20.75,739.9,No,0,0.5763888888888888,0,0.0618693,0,Low
6439-LAJXL,1,0,1,0,9,1,0,0,1,1,0,1,1,0,0,1,3,68.95,593.85,No,0,6.8950000000000005,4,0.41797042,0,Medium
1571-SAVHK,1,0,0,0,12,1,1,1,0,0,0,1,1,1,0,1,3,99.95,1132.75,Yes,1,7.688461538461539,3,0.9513902,1,High
9052-VKDUW,0,1,1,0,65,1,1,1,1,1,1,0,1,1,0,1,1,109.4,7227.45,No,0,1.6575757575757577,5,0.15181915,0,Low
9546-CQJSU,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,1,2,91.4,193.6,Yes,1,30.46666666666667,2,0.9422972,1,High
1666-JZPZT,1,0,0,0,27,1,1,0,0,0,0,0,0,0,0,0,3,49.0,1291.35,No,0,1.75,0,0.1576022,0,Low
5777-KJIRB,0,0,0,0,40,1,0,0,0,0,1,0,0,0,1,1,3,50.25,2023.55,No,0,1.225609756097561,1,0.09077559,0,Low
0506-LVNGN,0,1,0,0,5,1,0,1,0,0,1,0,0,0,0,1,1,75.55,349.65,Yes,1,12.591666666666667,1,0.83466536,1,High
7677-SJJJK,1,0,1,1,8,1,0,2,0,0,0,0,0,0,1,0,1,19.9,153.95,No,0,2.211111111111111,0,0.11041454,0,Low
2480-EJWYP,0,1,1,0,58,1,1,1,0,1,0,0,1,1,1,1,0,97.8,5458.8,No,0,1.6576271186440676,3,0.58548826,1,Medium
3253-HKOKL,0,0,1,1,52,1,0,1,1,0,1,0,1,1,1,0,2,100.3,5244.45,No,0,1.8924528301886792,4,0.24096881,0,Low
7055-HNEOJ,1,0,1,0,3,1,0,0,0,0,1,1,0,0,0,1,3,55.8,154.55,No,0,13.95,2,0.70121735,1,High
5514-YQENT,1,0,0,1,41,1,0,1,1,1,1,1,1,1,2,1,2,111.15,4507.15,No,0,2.6464285714285714,6,0.10971555,0,Low
3211-AAPKX,1,0,0,0,20,1,1,1,0,0,0,1,1,1,0,1,3,98.55,2031.95,No,0,4.692857142857143,3,0.77588475,1,High
8445-DNBAE,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,50.05,50.05,No,0,25.025,0,0.7278269,1,High
2951-QOQTK,1,0,0,1,4,1,1,1,0,0,0,1,0,0,0,0,1,80.8,332.45,Yes,1,16.16,1,0.87792957,1,High
2958-NHPPS,1,0,0,0,23,1,0,2,0,0,0,0,0,0,0,0,2,20.85,473.9,No,0,0.86875,0,0.06431512,0,Low
6806-YDEUL,0,1,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,19.5,106.8,No,0,2.7857142857142856,0,0.14893581,0,Low
1735-XMJVH,1,0,1,1,8,1,0,2,0,0,0,0,0,0,0,1,3,19.35,152.6,No,0,2.1500000000000004,0,0.18914555,0,Low
6890-PFRQX,1,0,0,0,18,1,1,0,1,0,1,0,1,0,0,0,3,69.5,1199.4,No,0,3.6578947368421053,3,0.17827861,0,Low
0222-CNVPT,1,1,0,0,52,0,0,0,1,0,0,0,1,1,0,1,1,48.8,2555.05,No,0,0.920754716981132,3,0.2179327,0,Low
5899-OUVKV,1,0,0,0,31,1,0,1,0,1,0,0,1,1,0,1,2,94.5,2979.2,No,0,2.953125,3,0.6289677,1,High
8681-ICONS,1,0,1,1,29,1,0,2,0,0,0,0,0,0,0,1,3,20.65,654.85,No,0,0.6883333333333332,0,0.0264781,0,Low
1621-YNCJH,0,0,1,0,36,1,1,1,1,1,1,1,0,1,2,1,1,106.05,3834.4,No,0,2.866216216216216,5,0.04460539,0,Low
3473-XIIIT,0,0,1,0,16,1,1,1,0,1,0,0,1,1,0,1,2,100.0,1534.75,Yes,1,5.882352941176471,3,0.85196584,1,High
6362-QHAFM,1,0,1,0,42,1,1,1,0,0,1,1,1,1,1,1,2,108.3,4586.15,No,0,2.5186046511627906,4,0.7008405,1,High
7893-IXHRQ,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,20.55,20.55,Yes,1,10.275,0,0.67198837,1,High
3070-BDOQC,0,0,0,0,60,1,0,1,0,1,1,0,1,1,2,1,2,99.65,5941.05,No,0,1.6336065573770493,4,0.18763046,0,Low
2952-QAYZF,1,0,0,0,5,1,1,1,0,1,1,0,0,0,0,1,2,85.3,424.15,Yes,1,14.216666666666667,2,0.8992161,1,High
6234-PFPXL,1,0,1,0,22,1,1,1,1,0,0,1,1,0,0,0,1,95.9,2234.95,No,0,4.1695652173913045,3,0.59420675,1,Medium
9824-QCJPK,1,0,1,0,36,1,0,2,0,0,0,0,0,0,1,0,3,20.0,666.75,No,0,0.5405405405405406,0,0.011083234,0,Low
4763-PGDPO,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,281.0,Yes,1,14.080000000000002,0,0.75695294,1,High
4283-IVYCI,1,0,0,0,9,1,0,0,1,0,0,1,0,1,0,0,3,64.95,547.8,No,0,6.495,3,0.34662908,0,Medium
1866-OBPNR,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,74.6,74.6,No,0,37.3,1,0.6545223,1,High
8205-MQUGY,1,0,1,1,12,1,0,0,1,0,0,0,0,0,0,1,2,49.2,571.15,No,0,3.784615384615385,1,0.52136314,1,Medium
8970-ANWXO,0,0,0,0,23,1,1,0,0,0,0,1,1,1,1,1,3,73.75,1756.6,No,0,3.0729166666666665,3,0.33510783,0,Medium
9480-BQJEI,1,0,0,0,62,1,1,1,1,1,0,0,0,1,1,1,0,92.3,5731.45,No,0,1.465079365079365,3,0.12256734,0,Low
5394-SVGJV,1,0,0,0,37,1,1,1,0,0,0,1,1,1,0,0,0,98.8,3475.55,Yes,1,2.6,3,0.6303666,1,High
6979-TNDEU,0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,3,19.2,156.85,No,0,2.1333333333333333,0,0.013773513,0,Low
9777-WJJPR,1,0,1,0,31,1,1,1,0,0,1,0,1,0,0,0,1,88.65,2683.2,No,0,2.7703125,2,0.5108548,1,Medium
9283-LZQOH,1,0,1,1,13,1,1,1,0,0,0,0,0,0,0,1,1,74.4,896.75,Yes,1,5.314285714285715,0,0.6588193,1,High
7079-QRCBC,0,0,0,0,24,1,1,1,0,0,1,0,1,1,0,1,2,98.75,2407.3,Yes,1,3.95,3,0.8364203,1,High
9495-SKLKD,1,0,1,1,45,1,1,1,0,1,1,0,0,1,0,1,0,95.95,4456.65,No,0,2.0858695652173913,3,0.4760717,0,Medium
6048-UWKAL,0,1,1,0,69,1,1,1,0,1,0,1,1,1,2,0,1,105.4,6998.95,No,0,1.5057142857142858,4,0.13721657,0,Low
5067-DGXLL,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,20.25,36.8,No,0,6.75,0,0.22273095,0,Low
5469-CTCWN,1,0,1,1,61,1,1,1,1,1,0,0,1,1,1,1,2,106.0,6547.7,Yes,1,1.7096774193548387,4,0.27533704,0,Low
9851-QXEEQ,1,0,0,0,41,1,1,1,0,1,1,0,1,1,0,1,2,104.7,4346.4,Yes,1,2.492857142857143,4,0.8447518,1,High
6281-FKEWS,0,0,0,0,44,0,0,0,0,0,1,0,1,1,1,1,2,49.05,2265.0,No,0,1.0899999999999999,3,0.31269053,0,Medium
